satisfaction,evaluation,averageMonthlyHours,yearsAtCompany,turnover
38.0,77.0,274,3,0
55.0,82.0,277,4,0
63.0,89.0,268,3,0
78.0,51.0,275,3,0
99.0,84.0,264,2,0
72.0,87.0,256,3,0
14.0,83.0,280,6,0
81.0,67.0,297,3,0
73.0,86.0,280,4,0
58.0,80.0,289,3,0
24.0,85.0,267,5,0
31.0,86.0,277,5,0
74.0,63.0,258,2,0
86.0,69.0,281,3,0
22.0,80.0,259,4,0
66.0,70.0,288,3,0
21.0,76.0,265,2,0
95.0,61.0,268,2,0
24.0,55.0,293,5,0
66.0,95.0,282,3,0
88.0,86.0,259,3,0
67.0,61.0,255,2,0
75.0,58.0,263,3,0
93.0,48.0,277,3,0
64.0,71.0,272,2,0
51.0,53.0,259,3,0
98.0,50.0,282,3,0
72.0,63.0,282,4,0
51.0,75.0,256,3,0
54.0,58.0,275,3,0
99.0,76.0,276,2,0
44.0,90.0,277,3,0
74.0,48.0,286,3,0
90.0,77.0,280,3,0
86.0,58.0,283,4,0
66.0,52.0,280,4,0
64.0,96.0,270,5,0
50.0,59.0,281,2,0
88.0,68.0,274,4,0
72.0,47.0,269,6,0
53.0,53.0,295,3,0
83.0,77.0,282,3,0
24.0,52.0,267,5,0
66.0,75.0,272,3,0
43.0,63.0,262,3,0
75.0,66.0,269,2,0
42.0,89.0,276,5,0
54.0,74.0,297,4,0
84.0,85.0,288,4,0
95.0,79.0,273,3,0
60.0,61.0,289,3,0
95.0,71.0,264,2,0
62.0,89.0,284,3,0
89.0,73.0,288,2,0
73.0,93.0,260,3,0
86.0,94.0,288,2,0
76.0,73.0,278,2,0
91.0,76.0,282,5,0
100.0,81.0,288,2,0
98.0,78.0,292,3,0
65.0,89.0,270,2,0
62.0,79.0,261,2,0
83.0,82.0,252,3,0
75.0,100.0,274,4,0
82.0,63.0,281,4,0
69.0,68.0,280,3,0
41.0,96.0,280,5,0
52.0,64.0,274,2,0
74.0,86.0,267,2,0
33.0,96.0,280,3,0
80.0,69.0,293,3,0
82.0,89.0,275,3,0
59.0,65.0,269,2,0
98.0,80.0,282,2,0
93.0,94.0,264,3,0
49.0,95.0,280,3,0
60.0,94.0,275,2,0
34.0,82.0,285,5,0
71.0,77.0,274,3,0
60.0,64.0,291,2,0
12.0,78.0,267,5,0
16.0,87.0,282,5,0
57.0,61.0,278,3,0
72.0,80.0,276,3,0
91.0,55.0,278,4,0
95.0,49.0,273,6,0
71.0,90.0,269,2,0
90.0,69.0,265,2,0
66.0,81.0,294,4,0
48.0,59.0,288,3,0
82.0,82.0,277,2,0
83.0,79.0,284,3,0
85.0,82.0,278,5,0
84.0,47.0,292,4,0
99.0,51.0,262,3,0
54.0,72.0,261,2,0
64.0,42.0,289,5,0
67.0,68.0,293,3,0
48.0,54.0,292,3,0
58.0,77.0,266,3,0
54.0,59.0,273,3,0
25.0,65.0,254,4,0
90.0,53.0,269,3,0
48.0,39.0,285,3,0
76.0,90.0,265,3,0
72.0,53.0,276,2,0
95.0,66.0,284,2,0
73.0,55.0,272,4,0
93.0,70.0,267,2,0
89.0,61.0,280,4,0
70.0,97.0,279,3,0
98.0,57.0,286,3,0
72.0,65.0,288,3,0
49.0,69.0,269,4,0
15.0,85.0,281,2,0
57.0,96.0,256,3,0
21.0,81.0,258,4,0
46.0,57.0,260,3,0
56.0,52.0,285,3,0
81.0,66.0,293,2,0
93.0,59.0,260,3,0
82.0,97.0,283,5,0
76.0,51.0,268,3,0
97.0,81.0,263,2,0
38.0,81.0,294,3,0
46.0,49.0,274,3,0
34.0,57.0,285,3,0
63.0,76.0,274,3,0
57.0,56.0,283,3,0
17.0,76.0,297,5,0
74.0,67.0,282,3,0
59.0,56.0,279,3,0
49.0,61.0,258,3,0
49.0,58.0,275,4,0
61.0,71.0,285,3,0
81.0,79.0,260,3,0
74.0,63.0,285,3,0
91.0,98.0,287,4,0
71.0,66.0,275,2,0
73.0,71.0,284,3,0
44.0,40.0,275,6,0
60.0,56.0,298,4,0
73.0,88.0,266,2,0
80.0,54.0,285,3,0
97.0,50.0,264,2,0
99.0,75.0,287,2,0
96.0,82.0,277,3,0
24.0,70.0,285,6,0
45.0,39.0,278,3,0
74.0,96.0,265,4,0
60.0,98.0,269,3,0
67.0,56.0,275,4,0
57.0,99.0,275,2,0
87.0,71.0,266,4,0
25.0,83.0,263,5,0
98.0,84.0,282,4,0
30.0,64.0,271,3,0
21.0,52.0,286,2,0
56.0,70.0,270,2,0
75.0,96.0,291,2,0
50.0,77.0,273,3,0
61.0,92.0,279,5,0
83.0,59.0,267,4,0
66.0,76.0,265,4,0
84.0,68.0,254,3,0
87.0,57.0,271,3,0
48.0,37.0,293,2,0
84.0,79.0,272,3,0
49.0,71.0,274,3,0
67.0,93.0,279,3,0
12.0,93.0,268,6,0
99.0,67.0,290,2,0
17.0,59.0,274,5,0
58.0,66.0,264,5,0
50.0,73.0,282,3,0
35.0,69.0,301,2,0
93.0,95.0,296,3,0
73.0,87.0,273,3,0
91.0,54.0,284,2,0
72.0,66.0,277,2,0
51.0,39.0,279,3,0
55.0,92.0,275,3,0
66.0,76.0,292,5,0
84.0,41.0,262,6,0
81.0,80.0,280,2,0
81.0,69.0,272,2,0
50.0,75.0,271,3,0
78.0,68.0,271,3,0
76.0,74.0,262,3,0
49.0,71.0,272,2,0
99.0,61.0,264,3,0
73.0,48.0,263,5,0
88.0,74.0,280,2,0
79.0,91.0,261,3,0
83.0,98.0,295,2,0
21.0,44.0,270,6,0
87.0,52.0,274,2,0
100.0,89.0,288,3,0
49.0,98.0,274,3,0
51.0,63.0,280,2,0
63.0,64.0,291,2,0
91.0,63.0,278,3,0
54.0,50.0,268,4,0
100.0,59.0,277,3,0
64.0,91.0,246,3,0
65.0,96.0,269,2,0
15.0,93.0,274,5,0
81.0,83.0,288,3,0
61.0,83.0,270,4,0
86.0,55.0,254,2,0
71.0,62.0,274,2,0
72.0,82.0,274,3,0
84.0,37.0,275,2,0
38.0,74.0,269,4,0
75.0,56.0,280,3,0
93.0,77.0,283,5,0
71.0,64.0,275,3,0
75.0,96.0,278,3,0
56.0,68.0,281,2,0
57.0,82.0,267,3,0
63.0,83.0,279,4,0
59.0,91.0,279,3,0
77.0,62.0,266,2,0
65.0,70.0,255,4,0
84.0,49.0,304,3,0
90.0,45.0,285,6,0
60.0,83.0,278,3,0
90.0,74.0,273,3,0
94.0,70.0,267,2,0
56.0,90.0,275,3,0
95.0,86.0,286,3,0
97.0,85.0,285,3,0
55.0,63.0,270,2,0
79.0,60.0,263,2,0
49.0,76.0,273,3,0
49.0,58.0,270,2,0
57.0,65.0,292,2,0
89.0,81.0,273,4,0
66.0,59.0,283,3,0
94.0,77.0,297,3,0
98.0,95.0,265,2,0
18.0,52.0,267,6,0
57.0,73.0,277,3,0
67.0,55.0,273,2,0
12.0,61.0,278,6,0
48.0,95.0,289,2,0
61.0,97.0,275,3,0
23.0,52.0,272,4,0
40.0,38.0,274,2,0
57.0,60.0,286,3,0
95.0,98.0,288,3,0
93.0,66.0,283,4,0
70.0,88.0,288,5,0
58.0,90.0,270,3,0
52.0,95.0,269,3,0
98.0,88.0,252,3,0
93.0,94.0,282,3,0
34.0,63.0,265,3,0
87.0,75.0,286,2,0
52.0,96.0,268,2,0
58.0,91.0,284,4,0
65.0,51.0,286,3,0
74.0,59.0,283,3,0
63.0,70.0,275,3,0
74.0,74.0,286,2,0
65.0,100.0,270,3,0
48.0,94.0,287,3,0
84.0,75.0,276,3,0
60.0,62.0,274,2,0
56.0,57.0,272,2,0
13.0,80.0,290,5,0
83.0,51.0,278,4,0
91.0,42.0,270,3,0
97.0,97.0,281,2,0
90.0,96.0,274,4,0
57.0,87.0,282,3,0
84.0,79.0,274,2,0
84.0,74.0,265,2,0
17.0,93.0,263,5,0
97.0,86.0,279,3,0
94.0,66.0,293,2,0
83.0,61.0,275,2,0
91.0,73.0,270,3,0
90.0,76.0,292,4,0
95.0,86.0,256,2,0
69.0,95.0,272,6,0
49.0,98.0,285,2,0
45.0,37.0,273,2,0
21.0,90.0,266,2,0
67.0,61.0,274,2,0
76.0,62.0,280,2,0
19.0,78.0,286,6,0
52.0,73.0,263,3,0
66.0,59.0,293,2,0
95.0,67.0,274,3,0
95.0,78.0,274,2,0
57.0,54.0,286,3,0
48.0,57.0,262,3,0
95.0,50.0,283,2,0
70.0,67.0,293,3,0
48.0,61.0,287,3,0
62.0,58.0,277,2,0
58.0,76.0,283,3,0
100.0,87.0,275,5,0
79.0,65.0,272,5,0
58.0,73.0,288,2,0
59.0,79.0,275,2,0
66.0,80.0,277,2,0
71.0,59.0,270,3,0
90.0,74.0,264,3,0
74.0,63.0,267,2,0
66.0,93.0,270,3,0
92.0,53.0,293,2,0
55.0,51.0,297,3,0
51.0,43.0,277,4,0
49.0,52.0,275,4,0
88.0,52.0,284,4,0
60.0,80.0,258,2,0
93.0,65.0,287,4,0
86.0,59.0,278,3,0
78.0,98.0,279,3,0
69.0,55.0,283,3,0
84.0,51.0,272,3,0
48.0,62.0,263,3,0
63.0,86.0,301,2,0
54.0,61.0,275,2,0
85.0,53.0,280,2,0
51.0,52.0,290,3,0
88.0,86.0,277,3,0
87.0,93.0,264,3,0
54.0,50.0,272,3,0
96.0,67.0,284,3,0
58.0,75.0,252,2,0
21.0,57.0,291,3,0
50.0,56.0,300,2,0
52.0,54.0,268,3,0
50.0,70.0,282,2,0
74.0,86.0,270,3,0
69.0,63.0,280,3,0
61.0,74.0,280,6,0
50.0,82.0,270,3,0
79.0,53.0,279,2,0
73.0,68.0,280,2,0
49.0,69.0,275,2,0
70.0,77.0,279,3,0
27.0,62.0,275,3,0
80.0,54.0,259,2,0
45.0,60.0,261,4,0
63.0,64.0,271,4,0
76.0,52.0,288,3,0
42.0,74.0,284,6,0
41.0,87.0,278,6,0
74.0,46.0,288,3,0
82.0,75.0,252,4,0
82.0,65.0,274,2,0
53.0,73.0,268,3,0
71.0,77.0,272,2,0
50.0,90.0,275,2,0
68.0,89.0,280,3,0
68.0,99.0,249,2,0
48.0,86.0,276,3,0
59.0,72.0,259,3,0
21.0,70.0,276,2,0
99.0,73.0,292,4,0
100.0,88.0,270,4,0
84.0,51.0,286,2,0
86.0,82.0,268,4,0
52.0,54.0,268,4,0
94.0,97.0,274,5,0
55.0,81.0,285,2,0
79.0,59.0,282,2,0
91.0,90.0,273,3,0
82.0,99.0,261,2,0
84.0,94.0,275,3,0
72.0,68.0,295,3,0
68.0,85.0,274,2,0
99.0,96.0,284,3,0
74.0,85.0,268,2,0
80.0,41.0,248,4,0
55.0,55.0,267,3,0
56.0,95.0,282,3,0
88.0,98.0,278,3,0
86.0,49.0,282,2,0
64.0,95.0,265,2,0
82.0,58.0,267,3,0
66.0,80.0,286,3,0
64.0,95.0,278,3,0
17.0,78.0,286,4,0
75.0,68.0,280,2,0
45.0,39.0,287,3,0
99.0,90.0,251,3,0
93.0,67.0,265,4,0
88.0,80.0,282,3,0
62.0,52.0,268,4,0
94.0,88.0,282,3,0
59.0,92.0,269,2,0
93.0,89.0,272,2,0
71.0,39.0,288,3,0
60.0,60.0,265,2,0
71.0,69.0,265,3,0
91.0,57.0,290,3,0
78.0,96.0,278,2,0
52.0,63.0,266,3,0
99.0,70.0,281,3,0
86.0,51.0,286,2,0
74.0,68.0,294,2,0
15.0,84.0,270,5,0
57.0,54.0,283,3,0
67.0,60.0,274,3,0
80.0,93.0,282,3,0
83.0,82.0,281,4,0
69.0,53.0,283,2,0
64.0,83.0,276,4,0
95.0,52.0,276,2,0
97.0,52.0,267,3,0
85.0,86.0,277,2,0
72.0,51.0,263,2,0
91.0,85.0,285,3,0
81.0,83.0,287,4,0
13.0,67.0,269,6,0
95.0,81.0,256,3,0
82.0,54.0,289,3,0
63.0,93.0,288,4,0
55.0,69.0,259,2,0
83.0,95.0,267,2,0
54.0,98.0,284,3,0
89.0,91.0,288,4,0
79.0,55.0,280,3,0
56.0,73.0,265,3,0
89.0,70.0,275,2,0
100.0,66.0,269,4,0
43.0,72.0,292,4,0
71.0,55.0,274,3,0
98.0,59.0,282,2,0
81.0,70.0,272,2,0
71.0,53.0,269,2,0
99.0,60.0,275,4,0
34.0,62.0,293,2,0
58.0,91.0,271,2,0
77.0,49.0,268,3,0
64.0,50.0,283,4,0
13.0,100.0,281,5,0
98.0,60.0,303,3,0
72.0,84.0,276,2,0
55.0,79.0,265,2,0
62.0,91.0,274,3,0
74.0,91.0,271,3,0
69.0,96.0,283,3,0
60.0,63.0,291,3,0
54.0,43.0,278,2,0
56.0,75.0,262,3,0
58.0,86.0,291,3,0
21.0,66.0,279,5,0
52.0,85.0,273,3,0
98.0,70.0,271,2,0
85.0,97.0,278,3,0
62.0,88.0,283,4,0
63.0,61.0,289,3,0
84.0,97.0,282,2,0
71.0,69.0,287,3,0
36.0,55.0,277,6,0
79.0,56.0,270,4,0
59.0,55.0,259,2,0
50.0,53.0,270,3,0
88.0,66.0,273,3,0
65.0,69.0,278,5,0
71.0,56.0,264,4,0
89.0,54.0,271,2,0
83.0,84.0,262,3,0
73.0,53.0,273,2,0
71.0,67.0,290,3,0
53.0,66.0,262,2,0
74.0,70.0,271,4,0
60.0,52.0,266,2,0
47.0,60.0,270,5,0
88.0,88.0,286,2,0
62.0,67.0,279,3,0
24.0,48.0,278,5,0
15.0,36.0,283,2,0
92.0,82.0,277,3,0
74.0,70.0,273,3,0
86.0,77.0,277,3,0
96.0,61.0,286,3,0
54.0,60.0,271,3,0
99.0,87.0,279,2,0
72.0,73.0,280,2,0
96.0,75.0,276,4,0
73.0,73.0,267,2,0
67.0,44.0,284,4,0
58.0,72.0,261,3,0
90.0,99.0,278,2,0
99.0,37.0,260,3,0
89.0,58.0,261,2,0
72.0,95.0,281,3,0
77.0,80.0,261,3,0
80.0,94.0,284,4,0
89.0,86.0,296,4,0
59.0,81.0,279,2,0
24.0,87.0,266,5,0
94.0,59.0,265,2,0
74.0,50.0,281,3,0
63.0,62.0,270,6,0
63.0,59.0,268,3,0
77.0,65.0,256,2,0
87.0,74.0,262,3,0
79.0,61.0,286,3,0
54.0,84.0,285,3,0
59.0,83.0,279,4,0
86.0,87.0,263,4,0
98.0,68.0,289,3,0
100.0,79.0,271,4,0
90.0,79.0,269,3,0
34.0,60.0,281,3,0
95.0,93.0,285,2,0
79.0,48.0,264,2,0
13.0,91.0,281,5,0
72.0,69.0,263,4,0
63.0,54.0,305,2,0
81.0,76.0,258,2,0
71.0,75.0,282,4,0
49.0,76.0,290,2,0
59.0,65.0,277,3,0
87.0,59.0,275,3,0
66.0,60.0,269,4,0
78.0,92.0,278,2,0
65.0,70.0,269,2,0
80.0,97.0,283,4,0
56.0,75.0,276,2,0
85.0,67.0,279,4,0
14.0,46.0,279,6,0
74.0,62.0,274,2,0
86.0,93.0,275,2,0
71.0,96.0,291,3,0
83.0,99.0,279,2,0
52.0,49.0,281,4,0
63.0,80.0,253,3,0
92.0,93.0,263,2,0
66.0,87.0,292,2,0
77.0,70.0,284,3,0
74.0,97.0,286,4,0
81.0,76.0,276,4,0
67.0,55.0,277,2,0
75.0,92.0,261,3,0
65.0,36.0,296,3,0
81.0,60.0,293,3,0
57.0,77.0,275,3,0
89.0,66.0,280,3,0
50.0,56.0,279,2,0
21.0,42.0,270,4,0
79.0,67.0,270,2,0
66.0,57.0,288,2,0
82.0,95.0,270,3,0
85.0,85.0,289,2,0
72.0,96.0,280,3,0
52.0,92.0,282,3,0
50.0,62.0,286,3,0
52.0,82.0,286,3,0
13.0,87.0,266,4,0
87.0,98.0,271,3,0
53.0,98.0,279,3,0
15.0,76.0,295,4,0
64.0,86.0,269,2,0
52.0,44.0,277,2,0
79.0,67.0,283,3,0
74.0,89.0,275,2,0
81.0,84.0,280,2,0
94.0,60.0,278,3,0
67.0,84.0,283,2,0
93.0,84.0,290,4,0
52.0,96.0,282,2,0
48.0,74.0,271,2,0
57.0,92.0,267,4,0
71.0,77.0,279,4,0
90.0,74.0,271,2,0
58.0,61.0,266,3,0
66.0,48.0,274,4,0
59.0,66.0,268,3,0
96.0,50.0,270,2,0
13.0,91.0,284,5,0
93.0,92.0,278,3,0
54.0,72.0,278,4,0
54.0,77.0,275,3,0
87.0,62.0,259,3,0
79.0,91.0,284,2,0
83.0,57.0,267,4,0
73.0,60.0,272,3,0
29.0,42.0,282,3,0
80.0,70.0,277,4,0
29.0,81.0,285,6,0
43.0,85.0,267,2,0
99.0,93.0,290,3,0
86.0,51.0,285,3,0
85.0,78.0,275,2,0
66.0,68.0,277,3,0
57.0,99.0,274,3,0
31.0,64.0,281,2,0
88.0,88.0,274,3,0
72.0,72.0,279,4,0
75.0,66.0,283,2,0
82.0,71.0,282,4,0
82.0,67.0,269,2,0
15.0,52.0,286,6,0
16.0,88.0,293,3,0
95.0,40.0,282,4,0
87.0,73.0,276,3,0
85.0,89.0,271,2,0
58.0,60.0,286,3,0
63.0,86.0,282,4,0
69.0,68.0,264,3,0
53.0,85.0,258,2,0
96.0,71.0,278,3,0
73.0,83.0,289,3,0
50.0,60.0,281,3,0
81.0,83.0,278,3,0
82.0,59.0,283,3,0
76.0,72.0,294,3,0
27.0,82.0,276,2,0
64.0,38.0,267,3,0
57.0,90.0,279,2,0
49.0,84.0,287,3,0
66.0,92.0,281,4,0
71.0,36.0,277,4,0
61.0,63.0,276,4,0
52.0,89.0,271,4,0
62.0,91.0,275,3,0
98.0,65.0,269,4,0
67.0,56.0,267,2,0
85.0,62.0,264,4,0
84.0,85.0,292,2,0
100.0,53.0,273,3,0
72.0,76.0,281,3,0
66.0,75.0,278,4,0
64.0,71.0,261,2,0
100.0,76.0,277,3,0
75.0,59.0,272,2,0
81.0,77.0,265,3,0
31.0,98.0,257,5,0
32.0,97.0,275,2,0
48.0,50.0,281,3,0
62.0,42.0,272,2,0
77.0,86.0,273,4,0
76.0,80.0,270,4,0
68.0,41.0,270,6,0
72.0,79.0,282,4,0
87.0,91.0,260,2,0
59.0,57.0,276,2,0
70.0,64.0,279,2,0
73.0,81.0,293,2,0
58.0,62.0,273,2,0
64.0,66.0,287,4,0
89.0,66.0,253,2,0
95.0,71.0,286,2,0
84.0,90.0,266,2,0
60.0,99.0,281,3,0
71.0,63.0,271,3,0
60.0,95.0,290,3,0
91.0,68.0,268,3,0
75.0,100.0,271,3,0
70.0,67.0,264,3,0
23.0,64.0,282,5,0
73.0,83.0,273,2,0
99.0,49.0,286,2,0
62.0,68.0,281,3,0
98.0,89.0,277,3,0
61.0,94.0,285,4,0
52.0,92.0,275,2,0
65.0,66.0,281,4,0
59.0,90.0,264,3,0
71.0,80.0,289,2,0
18.0,70.0,275,4,0
21.0,93.0,259,4,0
15.0,67.0,277,5,0
97.0,53.0,256,4,0
39.0,48.0,276,2,0
35.0,66.0,268,2,0
88.0,58.0,270,4,0
58.0,97.0,280,3,0
61.0,78.0,299,2,0
59.0,98.0,275,3,0
55.0,41.0,264,5,0
52.0,80.0,270,3,0
71.0,77.0,275,3,0
63.0,82.0,278,2,0
17.0,84.0,266,4,0
95.0,49.0,279,4,0
100.0,73.0,267,2,0
73.0,96.0,283,3,0
80.0,64.0,263,3,0
63.0,80.0,285,4,0
95.0,59.0,273,3,0
75.0,83.0,254,2,0
64.0,72.0,273,3,0
72.0,100.0,273,3,0
72.0,53.0,291,4,0
85.0,63.0,270,3,0
24.0,94.0,263,4,0
69.0,53.0,280,4,0
69.0,70.0,285,2,0
87.0,59.0,275,3,0
78.0,91.0,283,2,0
76.0,74.0,271,3,0
35.0,70.0,281,3,0
88.0,59.0,277,4,0
78.0,79.0,273,3,0
36.0,42.0,274,5,0
24.0,70.0,287,4,0
55.0,82.0,271,2,0
91.0,53.0,295,4,0
66.0,61.0,292,3,0
57.0,82.0,281,3,0
64.0,64.0,270,3,0
63.0,98.0,280,4,0
49.0,92.0,272,3,0
70.0,70.0,281,3,0
30.0,71.0,284,2,0
51.0,52.0,281,3,0
71.0,87.0,270,3,0
64.0,67.0,278,3,0
67.0,66.0,243,3,0
83.0,94.0,254,3,0
92.0,96.0,284,2,0
84.0,53.0,277,3,0
97.0,75.0,270,6,0
19.0,91.0,283,3,0
86.0,51.0,280,3,0
71.0,69.0,271,3,0
76.0,56.0,273,2,0
68.0,88.0,268,3,0
61.0,99.0,279,3,0
85.0,79.0,272,3,0
84.0,89.0,284,2,0
62.0,63.0,260,2,0
77.0,76.0,289,4,0
79.0,93.0,280,4,0
97.0,50.0,286,2,0
59.0,61.0,266,2,0
93.0,62.0,286,6,0
85.0,54.0,282,2,0
70.0,57.0,268,3,0
54.0,91.0,275,3,0
42.0,86.0,272,5,0
96.0,75.0,257,3,0
58.0,80.0,286,4,0
61.0,59.0,270,2,0
62.0,97.0,277,2,0
68.0,70.0,284,3,0
60.0,73.0,272,5,0
70.0,91.0,279,2,0
65.0,55.0,286,2,0
48.0,59.0,279,2,0
75.0,73.0,269,4,0
69.0,78.0,264,2,0
34.0,46.0,256,2,0
59.0,49.0,282,3,0
94.0,95.0,284,3,0
98.0,77.0,288,2,0
72.0,66.0,254,3,0
79.0,70.0,262,2,0
54.0,61.0,259,4,0
73.0,95.0,288,2,0
82.0,58.0,277,3,0
57.0,45.0,265,2,0
98.0,93.0,276,2,0
91.0,65.0,278,2,0
72.0,91.0,281,2,0
48.0,73.0,267,6,0
57.0,86.0,281,6,0
86.0,96.0,279,3,0
63.0,85.0,262,4,0
81.0,52.0,287,5,0
21.0,37.0,274,4,0
90.0,66.0,272,3,0
79.0,78.0,267,2,0
95.0,49.0,253,3,0
29.0,43.0,292,4,0
81.0,52.0,270,3,0
21.0,56.0,292,5,0
70.0,83.0,272,4,0
66.0,64.0,293,2,0
16.0,86.0,260,2,0
72.0,80.0,277,3,0
51.0,50.0,261,4,0
59.0,63.0,271,2,0
66.0,40.0,280,5,0
69.0,84.0,270,2,0
69.0,94.0,275,3,0
89.0,79.0,291,3,0
52.0,56.0,282,2,0
91.0,91.0,286,3,0
96.0,53.0,277,4,0
80.0,58.0,284,3,0
55.0,77.0,280,3,0
93.0,63.0,271,2,0
93.0,86.0,274,4,0
54.0,48.0,279,2,0
48.0,76.0,266,2,0
19.0,99.0,272,2,0
95.0,71.0,288,2,0
96.0,81.0,264,3,0
63.0,89.0,267,2,0
81.0,80.0,273,2,0
50.0,88.0,277,3,0
76.0,72.0,271,2,0
84.0,49.0,286,3,0
20.0,95.0,285,5,0
78.0,92.0,278,3,0
80.0,68.0,266,3,0
94.0,57.0,281,2,0
44.0,74.0,275,2,0
92.0,85.0,276,2,0
54.0,80.0,280,2,0
56.0,56.0,286,2,0
66.0,69.0,273,3,0
80.0,91.0,269,3,0
60.0,81.0,265,3,0
73.0,73.0,267,3,0
55.0,74.0,278,3,0
70.0,71.0,287,3,0
53.0,68.0,249,3,0
90.0,94.0,268,3,0
80.0,78.0,289,3,0
51.0,60.0,285,3,0
86.0,96.0,274,5,0
63.0,79.0,271,4,0
83.0,93.0,270,4,0
85.0,55.0,253,2,0
80.0,57.0,281,4,0
79.0,97.0,260,3,0
37.0,71.0,295,3,0
85.0,90.0,276,3,0
76.0,56.0,251,3,0
99.0,62.0,285,2,0
55.0,63.0,285,2,0
69.0,69.0,275,3,0
68.0,100.0,275,2,0
69.0,90.0,267,2,0
65.0,70.0,283,4,0
17.0,88.0,280,3,0
48.0,65.0,278,2,0
65.0,59.0,268,3,0
57.0,49.0,297,2,0
80.0,67.0,270,3,0
80.0,60.0,287,2,0
50.0,60.0,270,3,0
95.0,87.0,263,2,0
69.0,93.0,287,3,0
74.0,57.0,278,3,0
68.0,59.0,287,3,0
68.0,55.0,273,3,0
65.0,37.0,266,3,0
85.0,92.0,297,3,0
49.0,48.0,281,3,0
19.0,80.0,301,4,0
95.0,61.0,271,3,0
63.0,62.0,267,3,0
83.0,80.0,284,3,0
62.0,78.0,282,2,0
74.0,98.0,273,3,0
70.0,87.0,276,2,0
28.0,38.0,282,4,0
39.0,56.0,281,5,0
62.0,63.0,265,2,0
79.0,54.0,274,4,0
87.0,74.0,258,4,0
29.0,75.0,286,4,0
37.0,88.0,276,3,0
68.0,55.0,291,4,0
90.0,51.0,276,2,0
97.0,65.0,288,3,0
60.0,77.0,276,2,0
58.0,79.0,258,2,0
83.0,86.0,290,3,0
83.0,73.0,283,3,0
94.0,71.0,278,2,0
69.0,90.0,279,4,0
81.0,81.0,274,2,0
19.0,50.0,266,5,0
18.0,64.0,289,4,0
58.0,63.0,301,3,0
76.0,65.0,275,3,0
26.0,47.0,289,4,0
78.0,87.0,281,3,0
71.0,56.0,290,3,0
76.0,61.0,293,2,0
44.0,81.0,274,2,0
26.0,69.0,297,5,0
75.0,57.0,288,3,0
64.0,90.0,278,3,0
79.0,71.0,274,3,0
96.0,61.0,286,2,0
63.0,100.0,284,2,0
65.0,55.0,250,3,0
76.0,81.0,277,3,0
26.0,90.0,270,5,0
84.0,73.0,280,5,0
74.0,77.0,258,3,0
53.0,45.0,272,3,0
70.0,56.0,269,3,0
62.0,69.0,292,4,0
71.0,68.0,286,4,0
50.0,65.0,287,2,0
53.0,50.0,292,6,0
88.0,89.0,285,4,0
79.0,83.0,281,3,0
69.0,89.0,257,2,0
57.0,96.0,271,2,0
68.0,80.0,263,3,0
60.0,82.0,277,3,0
70.0,90.0,273,3,0
71.0,76.0,265,2,0
49.0,51.0,272,3,0
74.0,70.0,279,2,0
20.0,93.0,296,5,0
57.0,50.0,288,2,0
83.0,48.0,273,4,0
22.0,64.0,275,2,0
67.0,57.0,288,4,0
54.0,84.0,274,3,0
54.0,53.0,266,3,0
64.0,61.0,277,4,0
23.0,84.0,290,4,0
88.0,87.0,266,3,0
83.0,54.0,270,3,0
88.0,67.0,262,2,0
90.0,85.0,261,2,0
49.0,61.0,277,3,0
55.0,49.0,276,3,0
92.0,69.0,275,6,0
72.0,67.0,256,4,0
63.0,50.0,282,3,0
98.0,66.0,281,3,0
76.0,52.0,289,3,0
42.0,56.0,278,3,0
58.0,65.0,275,4,0
85.0,82.0,280,3,0
67.0,95.0,255,4,0
58.0,100.0,277,3,0
84.0,76.0,275,5,0
56.0,68.0,232,2,0
63.0,83.0,274,3,0
51.0,92.0,274,3,0
95.0,81.0,259,3,0
85.0,55.0,283,3,0
73.0,78.0,276,3,0
20.0,49.0,295,5,0
78.0,79.0,279,2,0
83.0,80.0,281,3,0
87.0,56.0,284,3,0
98.0,99.0,290,3,0
100.0,81.0,285,3,0
70.0,55.0,274,3,0
62.0,88.0,246,3,0
67.0,72.0,283,2,0
86.0,96.0,253,3,0
44.0,57.0,289,2,0
19.0,86.0,255,4,0
76.0,83.0,263,2,0
89.0,93.0,281,4,0
25.0,97.0,277,3,0
68.0,100.0,275,2,0
38.0,50.0,302,2,0
64.0,95.0,285,4,0
76.0,62.0,279,3,0
26.0,45.0,261,3,0
69.0,67.0,291,2,0
98.0,66.0,264,2,0
86.0,83.0,277,2,0
14.0,68.0,290,5,0
58.0,63.0,272,3,0
63.0,97.0,287,2,0
70.0,91.0,271,3,0
73.0,62.0,294,4,0
89.0,52.0,285,3,0
17.0,61.0,284,5,0
86.0,73.0,266,2,0
59.0,73.0,276,3,0
22.0,51.0,268,2,0
55.0,57.0,256,2,0
74.0,60.0,275,2,0
55.0,54.0,271,2,0
67.0,94.0,279,2,0
64.0,80.0,269,3,0
58.0,71.0,270,3,0
90.0,60.0,271,3,0
89.0,90.0,272,3,0
74.0,37.0,269,4,0
78.0,91.0,270,4,0
97.0,53.0,265,3,0
52.0,92.0,275,2,0
99.0,86.0,267,2,0
76.0,44.0,278,4,0
69.0,96.0,276,3,0
59.0,69.0,282,3,0
95.0,63.0,282,3,0
69.0,81.0,269,2,0
76.0,75.0,268,4,0
70.0,84.0,274,4,0
